iter	RMSE
647	3.567683934
648	3.566085684
649	3.564312458
650	3.561660652
651	3.558846972
652	3.555630985
653	3.554711629
654	3.553022987
655	3.552506729
656	3.550117723
657	3.548193721
658	3.546942576
659	3.54682476
660	3.54498985
661	3.542396746
662	3.540684032
663	3.537008078
664	3.53423314
665	3.531248754
666	3.52816943
667	3.525067473
668	3.523571909
669	3.521665105
670	3.519272433
671	3.515898299
672	3.512059259
673	3.511077023
674	3.510145709
675	3.506865872
676	3.504131441
677	3.501613888
678	3.499313627
679	3.496421778
680	3.495121943
681	3.493194893
682	3.492473264
683	3.48943189
684	3.486845363
685	3.484814066
686	3.482807521
687	3.48191421
688	3.479591977
689	3.477587025
690	3.473951871
691	3.471984446
692	3.468997327
693	3.468560031
694	3.467547316
695	3.465437179
696	3.465029577
697	3.463594813
698	3.462617507
699	3.460702868
700	3.458486014
701	3.455775415
702	3.453456572
703	3.450968701
704	3.449319802
705	3.447863703
706	3.446154085
707	3.444821181
708	3.443532936
709	3.441767525
710	3.441056774
711	3.439128351
712	3.437871248
713	3.435277774
714	3.432853369
715	3.430591435
716	3.429891525
717	3.428152263
718	3.426981216
719	3.424779517
720	3.423695308
721	3.422031823
722	3.421584069
723	3.421027284
724	3.420782393
725	3.418775254
726	3.416688481
727	3.413777879
728	3.412205336
729	3.411668802
730	3.410144772
731	3.408937042
732	3.40683305
733	3.406493505
734	3.40397919
735	3.403090856
736	3.400767946
737	3.399959432
738	3.397555242
739	3.39730957
740	3.395481972
741	3.395008228
742	3.394535474
743	3.391747524
744	3.390486825
745	3.389117352
746	3.386693338
747	3.383892017
748	3.382190359
749	3.381480397
750	3.377186536
751	3.37351838
752	3.372741765
753	3.372010472
754	3.371761916
755	3.370483743
756	3.368921744
757	3.368878563
758	3.368497382
759	3.366619196
760	3.365604326
761	3.365026575
762	3.364244522
763	3.363118768
764	3.360827313
765	3.358550144
766	3.356805666
767	3.354688884
768	3.353075351
769	3.351969298
770	3.350428841
771	3.348462413
772	3.346834935
773	3.346042064
774	3.345718058
775	3.34436184
776	3.341841423
777	3.340145525
778	3.338598452
779	3.337003822
780	3.333861752
781	3.333047544
782	3.332539358
783	3.329686373
784	3.32803661
785	3.325552243
786	3.323323535
787	3.320204665
788	3.319072343
789	3.318758441
790	3.31651118
791	3.314636042
792	3.312668643
793	3.312198982
794	3.310688878
795	3.30988388
796	3.309802393
797	3.307871977
798	3.307793069
799	3.306130098
800	3.304945032
801	3.303903275
802	3.303660248
803	3.302236028
804	3.299301543
805	3.297150051
806	3.296831068
807	3.295916116
808	3.293124795
809	3.291465038
810	3.288984929
811	3.285591194
812	3.282782055
813	3.2815268
814	3.277591537
815	3.2763092
816	3.274573912
817	3.273405801
818	3.272594834
819	3.269454426
820	3.269195831
821	3.268043228
822	3.265705573
823	3.265024482
824	3.261976742
825	3.26159408
826	3.260432577
827	3.260332781
828	3.25874905
829	3.257091756
830	3.255368955
831	3.253368379
832	3.252753739
833	3.252294732
834	3.250018106
835	3.248828402
836	3.247665
837	3.246516986
838	3.244667708
839	3.243075825
840	3.241476089
841	3.239430666
842	3.238384814
843	3.236969664
844	3.233341506
845	3.230712651
846	3.229956711
847	3.228420999
848	3.226989306
849	3.226368343
850	3.223879555
851	3.222046696
852	3.221113657
853	3.220496135
854	3.219733522
855	3.216568555
856	3.21642824
857	3.214500236
858	3.212382909
859	3.211950298
860	3.209496329
861	3.208590387
862	3.207795253
863	3.207073691
864	3.205995121
865	3.205044721
866	3.203670027
867	3.202795453
868	3.202699025
869	3.20180941
870	3.200709456
871	3.199499352
872	3.197488326
873	3.19394783
874	3.192986609
875	3.192935746
876	3.190876811
877	3.189772919
878	3.187265732
879	3.186480301
880	3.18446467
881	3.182753879
882	3.181816989
883	3.17899904
884	3.176400962
885	3.175459199
886	3.174727533
887	3.173492346
888	3.170175174
889	3.168622336
890	3.167599494
891	3.166147554
892	3.164668872
893	3.162577758
894	3.161197693
895	3.160774506
896	3.160546252
897	3.15862224
898	3.157978331
899	3.157891529
900	3.156383496
901	3.155164478
902	3.152677341
903	3.151207755
904	3.149320561
905	3.147836578
906	3.147088219
907	3.144703975
908	3.143647236
909	3.14305385
910	3.141411369
911	3.140493825
912	3.140041209
913	3.138344994
914	3.136737765
915	3.135953294
916	3.134184209
917	3.131974181
918	3.131044932
919	3.13091891
920	3.129870534
921	3.128468072
922	3.127963093
923	3.127390082
924	3.126541558
925	3.125293957
926	3.12367685
927	3.121432113
928	3.119866898
929	3.119031917
930	3.117822629
931	3.116994594
932	3.11595989
933	3.114599239
934	3.111893096
935	3.110675113
936	3.110414119
937	3.109644294
938	3.107531706
939	3.107216133
940	3.105596591
941	3.104836095
942	3.103930438
943	3.103091804
944	3.102522315
945	3.09951126
946	3.099002417
947	3.09650856
948	3.094074073
949	3.093660131
950	3.092053661
951	3.091502031
952	3.09130247
953	3.089401493
954	3.088829346
955	3.08579817
956	3.084865087
957	3.082896885
958	3.080982122
959	3.079992672
960	3.079548056
961	3.078084851
962	3.076304153
963	3.074619359
964	3.074451985
965	3.074103978
966	3.073706841
967	3.072851775
968	3.071711501
969	3.071138888
970	3.070296678
971	3.067527029
972	3.066313704
973	3.065186639
974	3.064334969
975	3.062124302
976	3.06009289
977	3.059010663
978	3.056657227
979	3.054069183
980	3.052038577
981	3.050313589
982	3.048715732
983	3.047055053
984	3.046418617
985	3.045004899
986	3.041614384
987	3.040770799
988	3.03830326
989	3.03722295
990	3.036846503
991	3.034911656
992	3.0336103
993	3.033529849
994	3.03080119
995	3.030207381
996	3.027426378
997	3.026049039
998	3.025611161
999	3.02541734
